page_index,tag,gt_stem,positions
18,p,kaalikeito,[1]
18,p,ja,"[4, 6, 52, 77, 92, 108, 124, 135, 142, 155, 174, 190, 196, 203, 209]"
18,p,terveel,"[5, 154]"
18,p,helpo,[33]
18,p,kaali,[58]
18,p,an,"[79, 94]"
18,p,broiler,[84]
18,p,cury,[86]
18,p,ruoka,"[109, 145, 157]"
18,p,keitiö,"[128, 169, 173]"
18,p,muka,"[148, 162]"
18,p,maku,"[149, 163]"
18,p,juhl,[210]
18,li,broiler,[4]
18,li,paistisuikal,[7]
18,li,cury,[16]
18,li,tuore,[30]
19,a,test,[9]
19,a,muka,"[10, 36, 42]"
19,a,maku,"[11, 23, 37, 43]"
19,a,juhl,[16]
19,a,joulu,[20]
19,a,juoma,[21]
19,a,maailm,"[24, 99, 101]"
19,a,leivon,[34]
19,a,broiler,"[38, 40]"
19,a,grillatu,[39]
19,a,grilliruoa,[41]
19,a,punav,[44]
19,a,peru,[45]
19,a,kotijäätelö,[51]
19,a,nute,[54]
19,a,ja,[64]
19,a,an,[80]
19,a,kaksplus,[85]
19,a,ruoka,[90]
19,a,seura,[93]
19,a,suome,[94]
19,span,punav,[2]
19,span,broiler,[4]
19,span,ruoka,[7]
19,h1,punav,[1]
19,h1,broiler,[3]
19,p,ja,"[4, 41, 62, 68, 84, 98, 114, 125, 132, 145, 164, 180, 186, 193, 199]"
19,p,punav,[12]
19,p,an,[14]
19,p,broiler,"[39, 81]"
19,p,ohutleik,"[40, 82]"
19,p,läm,[63]
19,p,ruoka,"[99, 135, 147]"
19,p,keitiö,"[118, 159, 163]"
19,p,muka,"[138, 152]"
19,p,maku,"[139, 153]"
19,p,terveel,[144]
19,p,juhl,[200]
19,li,broiler,[0]
19,li,etik,[20]
20,a,test,[9]
20,a,muka,"[10, 36, 44]"
20,a,maku,"[11, 23, 37, 45]"
20,a,juhl,[16]
20,a,joulu,[20]
20,a,juoma,[21]
20,a,maailm,"[24, 102, 104]"
20,a,leivon,[34]
20,a,italialain,[38]
20,a,keitiö,[39]
20,a,jauhelih,[40]
20,a,juusto,[41]
20,a,lihapyöryk,[43]
20,a,pas,[46]
20,a,peru,[48]
20,a,kotijäätelö,[54]
20,a,nute,[57]
20,a,ja,[67]
20,a,an,[83]
20,a,kaksplus,[88]
20,a,ruoka,[93]
20,a,seura,[96]
20,a,suome,[97]
20,span,ruoka,[4]
20,p,lihapul,"[15, 26, 58]"
20,p,maku,"[16, 162, 176]"
20,p,ja,"[19, 21, 31, 38, 43, 67, 85, 92, 106, 121, 137, 148, 155, 168, 187, 203, 209, 216, 222]"
20,p,jauhelih,[29]
20,p,kananmu,[34]
20,p,muka,"[88, 161, 175]"
20,p,pas,"[90, 100, 105]"
20,p,an,[93]
20,p,ruoka,"[122, 158, 170]"
20,p,keitiö,"[141, 182, 186]"
20,p,terveel,[167]
20,p,juhl,[223]
20,li,jauhelih,[1]
20,li,kananmu,[2]
20,li,tuore,[25]
20,li,muka,[37]
21,a,test,[9]
21,a,muka,"[10, 36, 43]"
21,a,maku,"[11, 23, 37, 44]"
21,a,juhl,[16]
21,a,joulu,[20]
21,a,juoma,[21]
21,a,maailm,"[24, 103, 105]"
21,a,leivon,[34]
21,a,gelato,[38]
21,a,jäätelö,[39]
21,a,jäätelökon,[40]
21,a,jogurt,[41]
21,a,kotijäätelö,"[42, 55]"
21,a,nute,"[45, 58]"
21,a,peru,[49]
21,a,ja,[68]
21,a,an,[84]
21,a,kaksplus,[89]
21,a,ruoka,[94]
21,a,seura,[97]
21,a,suome,[98]
21,span,ruoka,[3]
21,span,muka,[6]
21,span,maku,[7]
21,p,jäätelö,"[9, 74, 120, 127, 195, 224, 237, 257, 308, 340, 388, 401]"
21,p,ja,"[20, 40, 98, 103, 116, 197, 229, 251, 274, 324, 377, 402, 449, 465, 476, 483, 496, 515, 531, 537, 544, 550]"
21,p,läm,[70]
21,p,öljy,"[78, 407]"
21,p,kotijäätelö,[385]
21,p,jäätelökon,"[393, 421]"
21,p,ruoka,"[450, 486, 498]"
21,p,keitiö,"[469, 510, 514]"
21,p,muka,"[489, 503]"
21,p,maku,"[490, 504]"
21,p,terveel,[495]
21,p,juhl,[551]
21,li,jogurt,[0]
21,li,jäätelö,"[6, 15, 29, 79]"
21,li,ja,"[7, 37, 64, 83]"
21,li,maku,[76]
21,td,gelato,[0]
21,td,nute,[2]
22,a,test,[9]
22,a,muka,"[10, 36, 44]"
22,a,maku,"[11, 23, 37, 45]"
22,a,juhl,[16]
22,a,joulu,[20]
22,a,juoma,[21]
22,a,maailm,"[24, 102, 104]"
22,a,leivon,[34]
22,a,broiler,[38]
22,a,chorizo,[39]
22,a,jambalaya,[40]
22,a,kana,[41]
22,a,katakaravu,[42]
22,a,makkar,[43]
22,a,riisi,[47]
22,a,peru,[48]
22,a,kotijäätelö,[54]
22,a,nute,[57]
22,a,ja,[67]
22,a,an,[83]
22,a,kaksplus,[88]
22,a,ruoka,[93]
22,a,seura,[96]
22,a,suome,[97]
22,span,jambalaya,[1]
22,span,ruoka,[3]
22,h1,jambalaya,[0]
22,p,keitiö,"[2, 155, 196, 200]"
22,p,pael,[13]
22,p,ja,"[17, 25, 49, 57, 65, 79, 87, 99, 108, 123, 126, 135, 151, 162, 169, 182, 201, 217, 223, 230, 236]"
22,p,makkar,"[26, 75]"
22,p,jambalaya,[27]
22,p,chorizo,"[51, 74]"
22,p,riisi,[86]
22,p,tomaat,[98]
22,p,an,"[111, 127]"
22,p,ruoka,"[136, 172, 184]"
22,p,muka,"[175, 189]"
22,p,maku,"[176, 190]"
22,p,terveel,[181]
22,p,juhl,[237]
22,li,chorizo,[10]
22,li,makkar,[11]
22,li,ja,[20]
22,li,tomaat,[33]
22,li,katkarapu,[39]
23,a,test,[9]
23,a,muka,"[10, 36, 44]"
23,a,maku,"[11, 23, 37, 45]"
23,a,juhl,[16]
23,a,joulu,[20]
23,a,juoma,[21]
23,a,maailm,"[24, 100, 102]"
23,a,leivon,[34]
23,a,broiler,[38]
23,a,cury,[39]
23,a,intialain,[40]
23,a,ruoka,"[41, 91]"
23,a,jauhelih,[42]
23,a,peru,[46]
23,a,kotijäätelö,[52]
23,a,nute,[55]
23,a,ja,[65]
23,a,an,[81]
23,a,kaksplus,[86]
23,a,seura,[94]
23,a,suome,[95]
23,span,ruoka,[3]
23,p,broiler,[12]
23,p,ja,"[14, 27, 38, 49, 76, 87, 97, 110, 120, 129, 136, 152, 163, 170, 183, 202, 218, 224, 231, 237]"
23,p,jauhelih,[25]
23,p,kananmu,[26]
23,p,an,"[29, 113]"
23,p,inkiväär,[77]
23,p,garam,[98]
23,p,masal,[99]
23,p,maust,[103]
23,p,kerm,[112]
23,p,jogurt,[119]
23,p,lins,[130]
23,p,ruoka,"[137, 173, 185]"
23,p,keitiö,"[156, 197, 201]"
23,p,muka,"[176, 190]"
23,p,maku,"[177, 191]"
23,p,terveel,[182]
23,p,juhl,[238]
23,li,broiler,[1]
23,li,kananmu,[3]
23,li,tuore,[15]
23,li,garam,[33]
23,li,masal,[34]
23,li,jogurt,[40]
24,a,test,[9]
24,a,muka,"[10, 36, 45]"
24,a,maku,"[11, 23, 37, 46]"
24,a,juhl,[16]
24,a,joulu,[20]
24,a,juoma,[21]
24,a,maailm,"[24, 103, 105]"
24,a,leivon,[34]
24,a,basmat,[39]
24,a,garam,[40]
24,a,masal,[41]
24,a,intialain,[42]
24,a,ruoka,"[43, 94]"
24,a,lisäkeruoa,[44]
24,a,riisi,[47]
24,a,peru,[49]
24,a,kotijäätelö,[55]
24,a,nute,[58]
24,a,ja,[68]
24,a,an,[84]
24,a,kaksplus,[89]
24,a,seura,[97]
24,a,suome,[98]
24,span,ruoka,[4]
24,h1,uunir,[1]
24,p,ja,"[5, 26, 32, 69, 78, 117, 133, 144, 151, 164, 183, 199, 205, 212, 218]"
24,p,uunir,[22]
24,p,helpo,[24]
24,p,riisi,[56]
24,p,garam,[67]
24,p,masal,[68]
24,p,maust,[73]
24,p,an,[88]
24,p,ruoka,"[118, 154, 166]"
24,p,keitiö,"[137, 178, 182]"
24,p,muka,"[157, 171]"
24,p,maku,"[158, 172]"
24,p,terveel,[163]
24,p,juhl,[219]
24,li,basmat,[1]
24,li,garam,[8]
24,li,masal,[9]
25,a,test,[9]
25,a,muka,"[10, 36, 38, 46]"
25,a,maku,"[11, 23, 37, 39, 47]"
25,a,juhl,[16]
25,a,joulu,[20]
25,a,juoma,[21]
25,a,maailm,"[24, 103, 105]"
25,a,leivon,[34]
25,a,glukoosisiirap,[43]
25,a,jäätelö,[44]
25,a,kotijäätelö,"[45, 55]"
25,a,nute,"[48, 58]"
25,a,peru,[49]
25,a,ja,[68]
25,a,an,[84]
25,a,kaksplus,[89]
25,a,ruoka,[94]
25,a,seura,[97]
25,a,suome,[98]
25,span,nute,[1]
25,span,kotijäätelö,[2]
25,span,ruoka,[4]
25,h1,nute,[0]
25,h1,kotijäätelö,[1]
25,p,ja,"[3, 56, 86, 106, 127, 147, 163, 174, 181, 194, 213, 229, 235, 242, 248]"
25,p,nute,"[12, 35, 50, 107]"
25,p,juhl,"[15, 249]"
25,p,maku,"[57, 68, 188, 202]"
25,p,jäätelö,"[62, 84, 94, 118]"
25,p,vanilj,[67]
25,p,kerm,"[69, 99]"
25,p,jäätelökon,"[80, 91, 130, 141]"
25,p,glukoosisiirap,[134]
25,p,ruoka,"[148, 184, 196]"
25,p,keitiö,"[167, 208, 212]"
25,p,muka,"[187, 201]"
25,p,terveel,[193]
25,li,kerm,[1]
25,li,jäätelökon,[10]
25,li,nute,[12]
26,a,test,[9]
26,a,muka,"[10, 36, 42]"
26,a,maku,"[11, 23, 37, 43]"
26,a,juhl,[16]
26,a,joulu,[20]
26,a,juoma,[21]
26,a,maailm,"[24, 100, 102]"
26,a,leivon,[34]
26,a,jogurt,[38]
26,a,kirjoloh,[39]
26,a,kirjolohip,[40]
26,a,lohi,[41]
26,a,pas,[44]
26,a,pastaruoa,[45]
26,a,peru,[46]
26,a,kotijäätelö,[52]
26,a,nute,[55]
26,a,ja,[65]
26,a,an,[81]
26,a,kaksplus,[86]
26,a,ruoka,[91]
26,a,seura,[94]
26,a,suome,[95]
26,span,kirjolohip,[2]
26,span,ja,"[11, 39, 45, 64, 71, 76]"
26,span,pas,"[14, 23]"
26,span,jogurt,"[21, 57, 75, 90]"
26,span,kala,[37]
26,span,til,[58]
26,span,maku,[95]
26,span,ruoka,[112]
26,h1,kirjolohip,[1]
26,li,kirjoloh,"[2, 18]"
26,li,jogurt,[8]
26,li,til,[13]
26,p,ja,"[4, 20, 31, 38, 51, 70, 86, 92, 99, 105]"
26,p,ruoka,"[5, 41, 53]"
26,p,keitiö,"[24, 65, 69]"
26,p,muka,"[44, 58]"
26,p,maku,"[45, 59]"
26,p,terveel,[50]
26,p,juhl,[106]
27,a,test,[9]
27,a,muka,"[10, 36, 44]"
27,a,maku,"[11, 23, 37, 45]"
27,a,juhl,[16]
27,a,joulu,[20]
27,a,juoma,[21]
27,a,maailm,"[24, 105, 107]"
27,a,leivon,[34]
27,a,helpo,"[38, 40]"
27,a,hiivato,[41]
27,a,leipä,[42]
27,a,leivinjauh,[43]
27,a,ruoka,"[47, 96]"
27,a,sämpyl,[49]
27,a,vehnälei,[50]
27,a,peru,[51]
27,a,kotijäätelö,[57]
27,a,nute,[60]
27,a,ja,[70]
27,a,an,[86]
27,a,kaksplus,[91]
27,a,seura,[99]
27,a,suome,[100]
27,span,test,[2]
27,span,helpo,[3]
27,span,ruoka,[6]
27,h1,test,[1]
27,h1,helpo,[2]
27,p,tuore,[3]
27,p,leipä,[4]
27,p,ja,"[12, 29, 45, 56, 65, 81, 92, 99, 112, 131, 147, 153, 160, 166]"
27,p,sämpyl,[25]
27,p,ruoka,"[66, 102, 114]"
27,p,keitiö,"[85, 126, 130]"
27,p,muka,"[105, 119]"
27,p,maku,"[106, 120]"
27,p,terveel,[111]
27,p,juhl,[167]
28,a,test,[9]
28,a,muka,"[10, 36, 40]"
28,a,maku,"[11, 23, 37, 41]"
28,a,juhl,[16]
28,a,joulu,[20]
28,a,juoma,[21]
28,a,maailm,"[24, 100, 102]"
28,a,leivon,[34]
28,a,itämain,[38]
28,a,ruoka,"[39, 91]"
28,a,riisi,[42]
28,a,riisikeit,[43]
28,a,riisinkeit,[44]
28,a,peru,[46]
28,a,kotijäätelö,[52]
28,a,nute,[55]
28,a,ja,[65]
28,a,an,[81]
28,a,kaksplus,[86]
28,a,seura,[94]
28,a,suome,[95]
28,span,riisinkeit,[1]
28,span,ruoka,[3]
28,h1,riisinkeit,[0]
28,p,ja,"[13, 59, 75, 91, 107, 138, 161, 266, 278, 294, 305, 312, 325, 344, 360, 366, 373, 379]"
28,p,maailm,[18]
28,p,suome,"[24, 157]"
28,p,riisi,"[38, 163]"
28,p,riisinkeit,[50]
28,p,keitiö,"[58, 298, 339, 343]"
28,p,basmat,[162]
28,p,ruoka,"[279, 315, 327]"
28,p,muka,"[318, 332]"
28,p,maku,"[319, 333]"
28,p,terveel,[324]
28,p,juhl,[380]
28,h4,riisi,[1]
28,li,riisi,[5]
28,li,öljy,[28]
28,li,muka,[32]
28,li,ja,"[69, 75, 89, 98]"
29,a,test,[9]
29,a,muka,"[10, 36, 38]"
29,a,maku,"[11, 23, 37, 39]"
29,a,juhl,[16]
29,a,joulu,[20]
29,a,juoma,[21]
29,a,maailm,"[24, 99, 101]"
29,a,leivon,[34]
29,a,pas,[40]
29,a,punav,[41]
29,a,saunapalvikinku,[42]
29,a,savustetu,[44]
29,a,peru,[45]
29,a,kotijäätelö,[51]
29,a,nute,[54]
29,a,ja,[64]
29,a,an,[80]
29,a,kaksplus,[85]
29,a,ruoka,[90]
29,a,seura,[93]
29,a,suome,[94]
29,span,ruoka,[4]
29,p,savustetu,[8]
29,p,savupaprik,[10]
29,p,ja,"[14, 23, 30, 46, 56, 66, 78, 91, 94, 103, 119, 130, 137, 150, 169, 185, 191, 198, 204]"
29,p,saunapalvikinku,"[22, 29, 54]"
29,p,pas,"[26, 86, 90]"
29,p,punav,[72]
29,p,an,"[81, 95]"
29,p,ruoka,"[104, 140, 152]"
29,p,keitiö,"[123, 164, 168]"
29,p,muka,"[143, 157]"
29,p,maku,"[144, 158]"
29,p,terveel,[149]
29,p,juhl,[205]
29,li,etik,[20]
30,a,test,[9]
30,a,muka,"[10, 36, 49]"
30,a,maku,"[11, 23, 37, 50]"
30,a,juhl,[16]
30,a,joulu,[20]
30,a,juoma,[21]
30,a,maailm,"[24, 110, 112]"
30,a,leivon,[34]
30,a,fond,[43]
30,a,du,[44]
30,a,chef,[45]
30,a,jauhelih,[46]
30,a,jauhelihapihv,[47]
30,a,lihaliem,[48]
30,a,retroruok,[51]
30,a,spaget,[54]
30,a,kotijäätelö,[62]
30,a,nute,[65]
30,a,ja,[75]
30,a,an,[91]
30,a,kaksplus,[96]
30,a,ruoka,[101]
30,a,seura,[104]
30,a,suome,[105]
30,span,jauhelihapihv,[2]
30,span,ja,[5]
30,span,ruoka,[8]
30,h1,jauhelihapihv,[1]
30,h1,ja,[4]
30,p,ruoka,"[15, 91, 285, 321, 333]"
30,p,ja,"[19, 40, 45, 68, 73, 150, 176, 216, 222, 252, 258, 284, 300, 311, 318, 331, 350, 366, 372, 379, 385]"
30,p,jauhelihapihv,"[27, 59]"
30,p,nope,[41]
30,p,maust,"[43, 102]"
30,p,jauhelih,[44]
30,p,maku,"[72, 80, 325, 339]"
30,p,fond,"[85, 271]"
30,p,annosfond,"[88, 127, 160, 174, 215, 249]"
30,p,sekavihanneks,"[130, 194]"
30,p,punav,"[143, 247]"
30,p,sipulikastik,[144]
30,p,an,"[165, 178, 223, 254, 259]"
30,p,kananmu,[170]
30,p,spaget,[197]
30,p,keito,[201]
30,p,du,[272]
30,p,chef,[273]
30,p,keitiö,"[304, 345, 349]"
30,p,muka,"[324, 338]"
30,p,terveel,[330]
30,p,juhl,[386]
30,strong,jauhelihapihv,"[2, 10]"
30,strong,sipulikastik,[16]
30,li,nauda,[1]
30,li,jauhelih,[2]
30,li,kananmu,[3]
30,li,fond,"[9, 25, 43]"
30,li,du,"[10, 26, 44]"
30,li,chef,"[11, 27, 45]"
30,li,annosfond,"[14, 29, 47]"
30,li,spaget,[22]
30,li,sekavihanneks,[33]
30,li,kukkakaal,[34]
30,li,ja,[38]
31,a,test,[9]
31,a,muka,"[10, 36, 42]"
31,a,maku,"[11, 23, 37, 43]"
31,a,juhl,[16]
31,a,joulu,[20]
31,a,juoma,[21]
31,a,maailm,"[24, 98, 100]"
31,a,leivon,[34]
31,a,kalakeito,[38]
31,a,kirjoloh,[39]
31,a,lohi,[40]
31,a,lohikeito,[41]
31,a,peru,[44]
31,a,kotijäätelö,[50]
31,a,nute,[53]
31,a,ja,[63]
31,a,an,[79]
31,a,kaksplus,[84]
31,a,ruoka,[89]
31,a,seura,[92]
31,a,suome,[93]
31,span,lohikeito,[2]
31,span,perun,"[5, 49]"
31,span,ja,"[6, 23, 30, 51, 57, 63, 76, 91]"
31,span,lohi,"[15, 75]"
31,span,kirjoloh,[17]
31,span,kerm,[29]
31,span,til,[61]
31,span,an,"[81, 92]"
31,span,tuore,[98]
31,span,ruoka,[109]
31,h1,lohikeito,[1]
31,p,lohi,[0]
31,p,ja,"[1, 6, 20, 43, 59, 70, 77, 90, 109, 125, 131, 138, 144]"
31,p,kirjoloh,[2]
31,p,keito,"[3, 22]"
31,p,ruoka,"[8, 44, 80, 92]"
31,p,lohikeito,[12]
31,p,keitiö,"[63, 104, 108]"
31,p,muka,"[83, 97]"
31,p,maku,"[84, 98]"
31,p,terveel,[89]
31,p,juhl,[145]
31,li,kirjoloh,[3]
31,li,perun,"[8, 9]"
31,li,til,[18]
31,li,kala,[33]
31,li,maku,[34]
32,a,test,[9]
32,a,muka,"[10, 36, 42]"
32,a,maku,"[11, 23, 37, 43]"
32,a,juhl,[16]
32,a,joulu,[20]
32,a,juoma,[21]
32,a,maailm,"[24, 100, 102]"
32,a,leivon,[34]
32,a,jäätelö,[39]
32,a,jäätelökon,[40]
32,a,kotijäätelö,"[41, 52]"
32,a,vanilj,[44]
32,a,vaniljajäätelö,[45]
32,a,peru,[46]
32,a,nute,[55]
32,a,ja,[65]
32,a,an,[81]
32,a,kaksplus,[86]
32,a,ruoka,[91]
32,a,seura,[94]
32,a,suome,[95]
32,span,vaniljajäätelö,[1]
32,span,ruoka,[3]
32,h1,vaniljajäätelö,[0]
32,p,vaniljajäätelö,[10]
32,p,ja,"[26, 68, 96, 110, 173, 208, 256, 272, 283, 290, 303, 322, 338, 344, 351, 357]"
32,p,maku,"[30, 234, 297, 311]"
32,p,kotijäätelö,[36]
32,p,jäätelö,"[46, 83, 90, 115, 133, 138, 148, 162, 165]"
32,p,an,"[111, 182]"
32,p,jäätelökon,"[168, 248]"
32,p,ruoka,"[257, 293, 305]"
32,p,keitiö,"[276, 317, 321]"
32,p,muka,"[296, 310]"
32,p,terveel,[302]
32,p,juhl,[358]
32,li,vanilj,[6]
33,a,test,[9]
33,a,muka,"[10, 36, 38]"
33,a,maku,"[11, 23, 37, 39]"
33,a,juhl,[16]
33,a,joulu,[20]
33,a,juoma,[21]
33,a,maailm,"[24, 100, 102]"
33,a,leivon,[34]
33,a,pataruoa,[41]
33,a,siirap,"[42, 44]"
33,a,tum,[43]
33,a,peru,[45]
33,a,nute,[55]
33,a,kotijäätelö,"[56, 63]"
33,a,ja,[65]
33,a,an,[81]
33,a,kaksplus,[86]
33,a,ruoka,[91]
33,a,seura,[94]
33,a,suome,[95]
33,p,tum,[2]
33,p,siirap,"[3, 78]"
33,p,grilliruok,[4]
33,p,ja,"[5, 27, 35, 41, 65, 68, 82, 95, 101, 103, 127, 142, 163, 179, 190, 197, 210, 229, 245, 251, 258, 264]"
33,p,läm,[104]
33,p,paistetu,[134]
33,p,ruoka,"[143, 164, 200, 212]"
33,p,keitiö,"[183, 224, 228]"
33,p,muka,"[203, 217]"
33,p,maku,"[204, 218]"
33,p,terveel,[209]
33,p,juhl,[265]
33,li,nauda,[1]
33,li,paistisuikal,[2]
33,li,siirap,[14]
33,li,chili,[26]
34,a,test,[9]
34,a,muka,[10]
34,a,maku,"[11, 23]"
34,a,juhl,[16]
34,a,joulu,[20]
34,a,juoma,[21]
34,a,maailm,"[24, 94, 96]"
34,a,leivon,[34]
34,a,bulgur,[39]
34,a,pael,[43]
34,a,peru,[48]
34,a,katkarapu,[56]
34,a,ja,[59]
34,a,an,[75]
34,a,kaksplus,[80]
34,a,ruoka,[85]
34,a,seura,[88]
34,a,suome,[89]
34,span,ruoka,[5]
34,p,pael,"[13, 134, 149]"
34,p,tofu,"[25, 64, 85, 105]"
34,p,ja,"[31, 41, 80, 88, 92, 99, 109, 113, 119, 122, 126, 132, 163, 175, 181, 196, 204, 212, 214, 232, 253]"
34,p,bulgur,"[40, 59]"
34,p,marinoitu,[63]
34,p,cury,[69]
34,p,parsakaal,"[76, 95]"
34,p,öljy,"[98, 112]"
34,p,paistetu,[104]
34,p,maust,[114]
34,p,an,[133]
34,p,ruoka,"[140, 209]"
34,p,limet,[147]
34,p,pippurimyly,[172]
34,p,inkiväär,[205]
34,p,kasviks,[211]
34,b,bulgur,[0]
35,a,test,[9]
35,a,muka,[10]
35,a,maku,"[11, 23]"
35,a,juhl,[16]
35,a,joulu,[20]
35,a,juoma,[21]
35,a,maailm,"[24, 88, 90]"
35,a,leivon,[34]
35,a,hampurilais,[38]
35,a,peru,[42]
35,a,katkarapu,[50]
35,a,ja,[53]
35,a,an,[69]
35,a,kaksplus,[74]
35,a,ruoka,[79]
35,a,seura,[82]
35,a,suome,[83]
35,span,halloum,[1]
35,span,ruoka,[4]
35,h1,halloum,[0]
35,p,ja,"[5, 32, 52, 116, 119, 129, 136, 142, 149, 151, 156, 160, 165, 172, 176, 180, 195, 201, 216, 224, 232, 234, 252, 273]"
35,p,halloum,"[49, 187]"
35,p,sämpyl,"[63, 179]"
35,p,hampurilais,"[93, 189]"
35,p,punakaal,"[100, 135, 155]"
35,p,puna,[104]
35,p,tuore,"[109, 114]"
35,p,muka,"[112, 163]"
35,p,jogurt,"[123, 168]"
35,p,lime,"[124, 170, 190]"
35,p,chili,[148]
35,p,paistetu,[186]
35,p,pippurimyly,[192]
35,p,inkiväär,[225]
35,p,ruoka,[229]
35,p,kasviks,[231]
36,a,test,[9]
36,a,muka,[10]
36,a,maku,"[11, 23, 53]"
36,a,juhl,[16]
36,a,joulu,[20]
36,a,juoma,[21]
36,a,maailm,"[24, 54, 108, 110]"
36,a,leivon,[34]
36,a,ruoka,"[36, 57, 99]"
36,a,broiler,[44]
36,a,ja,"[45, 50, 73]"
36,a,ankanrint,[49]
36,a,an,"[52, 89]"
36,a,ranskalain,[56]
36,a,peru,[58]
36,a,siika,[63]
36,a,halloum,[65]
36,a,seura,"[68, 69, 70, 102]"
36,a,kaksplus,[94]
36,a,suome,[103]
36,span,ankanrint,"[1, 6]"
36,span,ja,[2]
36,span,öljy,[16]
36,span,perun,[41]
36,h1,ankanrint,[0]
36,h1,ja,[1]
36,h3,muka,[2]
36,h3,maku,[3]
36,h3,ja,"[10, 26, 33]"
36,h3,karamellisoidu,[23]
36,h3,omen,[24]
36,h3,sinihomejuusto,[27]
36,h3,broiler,[30]
36,h3,kookos,[31]
36,strong,ja,[4]
36,strong,olkiperun,[7]
36,p,ja,"[16, 26, 34, 38, 47, 51, 55, 72, 83, 92]"
36,p,punav,[32]
36,p,an,[40]
36,p,perun,"[117, 126]"
36,p,öljy,[121]
37,a,test,[9]
37,a,muka,[10]
37,a,maku,"[11, 23]"
37,a,juhl,[16]
37,a,joulu,[20]
37,a,juoma,[21]
37,a,maailm,"[24, 129, 131]"
37,a,leivon,[34]
37,a,ruoka,"[36, 120]"
37,a,aranc,[49]
37,a,ital,[59]
37,a,jauhelih,[70]
37,a,an,"[72, 110]"
37,a,keitiö,[75]
37,a,riisi,[76]
37,a,riisipalo,[77]
37,a,riisiruok,[78]
37,a,peru,[79]
37,a,siika,[84]
37,a,halloum,[86]
37,a,seura,"[89, 90, 91, 123]"
37,a,ja,[94]
37,a,kaksplus,[115]
37,a,suome,[124]
37,span,aranc,[1]
37,span,riisipalo,[4]
37,span,jauhelih,[17]
37,span,öljy,[21]
37,span,puna,[25]
37,span,ja,[48]
37,h1,aranc,[0]
37,h1,riisipalo,[3]
37,h3,keitiö,[7]
37,h3,muka,[9]
37,h3,maku,[10]
37,h3,ja,"[17, 33, 40]"
37,h3,karamellisoidu,[30]
37,h3,omen,[31]
37,h3,sinihomejuusto,[34]
37,h3,broiler,[37]
37,h3,kookos,[38]
37,p,aranc,"[3, 14]"
37,p,ja,"[7, 42, 52, 67, 73, 88, 95, 99, 104, 121, 128, 169]"
37,p,riisipalo,[33]
37,p,riisi,"[41, 61, 79]"
37,p,an,"[68, 105]"
37,p,jauhelih,[84]
37,p,öljy,"[86, 171]"
37,p,maku,[111]
38,a,test,[9]
38,a,muka,[10]
38,a,maku,"[11, 23]"
38,a,juhl,[16]
38,a,joulu,[20]
38,a,juoma,[21]
38,a,maailm,"[24, 113, 115]"
38,a,leivon,[34]
38,a,ruoka,"[36, 104]"
38,a,piz,"[50, 61]"
38,a,suolais,[51]
38,a,leivonnais,[52]
38,a,an,"[55, 94]"
38,a,chili,[56]
38,a,herkkusien,[57]
38,a,nauda,[58]
38,a,sisäfil,[59]
38,a,pizzaresept,[62]
38,a,peru,[63]
38,a,siika,[68]
38,a,halloum,[70]
38,a,seura,"[73, 74, 75, 107]"
38,a,ja,[78]
38,a,kaksplus,[99]
38,a,suome,[108]
38,span,piz,[3]
38,span,tuore,[11]
38,span,herkkusien,[12]
38,span,chili,[14]
38,span,sisäfil,[17]
38,span,öljy,[22]
38,span,ja,"[29, 34]"
38,h1,piz,[2]
38,strong,piz,"[2, 6]"
38,p,piz,"[2, 12, 70]"
38,p,sisäfil,[5]
38,p,ja,"[7, 17, 22, 34, 67, 76]"
38,p,maust,[11]
38,p,herkkusien,[36]
38,p,siene,[38]
38,p,öljy,"[39, 79]"
38,h3,muka,[0]
38,h3,maku,[1]
38,h3,ja,"[8, 24, 31]"
38,h3,karamellisoidu,[21]
38,h3,omen,[22]
38,h3,sinihomejuusto,[25]
38,h3,broiler,[28]
38,h3,kookos,[29]
39,a,test,[9]
39,a,muka,[10]
39,a,maku,"[11, 23]"
39,a,juhl,[16]
39,a,joulu,[20]
39,a,juoma,[21]
39,a,maailm,"[24, 110, 112]"
39,a,leivon,[34]
39,a,ruoka,"[36, 55, 101]"
39,a,gluteenito,[47]
39,a,liharuoa,"[50, 58]"
39,a,aasialain,[54]
39,a,an,"[56, 91]"
39,a,cury,[57]
39,a,naudanlih,[59]
39,a,peru,[60]
39,a,siika,[65]
39,a,halloum,[67]
39,a,seura,"[70, 71, 72, 104]"
39,a,ja,[75]
39,a,kaksplus,[96]
39,a,suome,[105]
39,span,jogurt,"[9, 51]"
39,span,öljy,[11]
39,span,puna,[25]
39,span,inkiväär,[30]
39,span,tomaat,[31]
39,span,garam,[39]
39,span,masal,[40]
39,span,kerm,[48]
39,span,tuore,[53]
39,span,ja,[57]
39,p,ruoka,"[2, 67, 82]"
39,p,ja,"[14, 37, 48, 57, 75, 90]"
39,p,jogurt,"[19, 87]"
39,p,tomaat,"[21, 42]"
39,p,öljy,[23]
39,p,chili,[43]
39,p,inkiväär,[44]
39,p,garam,[49]
39,p,masal,[50]
39,p,an,[76]
39,p,kerm,[84]
39,p,cury,[92]
39,h3,muka,[0]
39,h3,maku,[1]
39,h3,ja,"[8, 24, 31]"
39,h3,karamellisoidu,[21]
39,h3,omen,[22]
39,h3,sinihomejuusto,[25]
