page_index,tag,gt_stem,positions
62,h3,broiler,[29]
62,h3,kookos,[30]
62,p,maust,[7]
62,p,inkiväär,[8]
62,p,ja,[9]
62,p,limet,[10]
62,li,ja,"[2, 10, 17, 74, 88]"
63,a,test,[9]
63,a,muka,[10]
63,a,maku,"[11, 23]"
63,a,juhl,[16]
63,a,joulu,[20]
63,a,juoma,[21]
63,a,maailm,"[24, 110, 112]"
63,a,leivon,[34]
63,a,ruoka,"[36, 56, 101]"
63,a,gluteenito,[46]
63,a,kasvisruoa,[49]
63,a,cury,[54]
63,a,intialain,[55]
63,a,parsakaal,[59]
63,a,peru,[60]
63,a,siika,[65]
63,a,halloum,[67]
63,a,seura,"[70, 71, 72, 104]"
63,a,ja,[75]
63,a,an,[91]
63,a,kaksplus,[96]
63,a,suome,[105]
63,span,intialain,[1]
63,span,lins,[2]
63,span,parsakaal,[6]
63,span,cury,[15]
63,span,öljy,[17]
63,span,perun,[22]
63,span,kerm,[26]
63,span,ja,[34]
63,h1,intialain,[0]
63,h1,lins,[1]
63,strong,intialais,[0]
63,strong,lins,[1]
63,p,maku,[0]
63,p,kerm,"[7, 55]"
63,p,ja,"[10, 15, 28, 36, 44, 57, 62]"
63,p,parsakaal,[11]
63,p,chili,[18]
63,p,öljy,[20]
63,p,cury,"[35, 59]"
63,p,perun,[43]
63,p,lins,[45]
63,h3,muka,[0]
63,h3,maku,[1]
63,h3,ja,"[8, 24, 31]"
63,h3,karamellisoidu,[21]
63,h3,omen,[22]
63,h3,sinihomejuusto,[25]
63,h3,broiler,[28]
63,h3,kookos,[29]
64,a,test,[9]
64,a,muka,[10]
64,a,maku,"[11, 23]"
64,a,juhl,[16]
64,a,joulu,[20]
64,a,juoma,[21]
64,a,maailm,"[24, 118, 120]"
64,a,leivon,[34]
64,a,ruoka,"[36, 64, 109]"
64,a,cury,[43]
64,a,intialain,[44]
64,a,pinaat,[45]
64,a,lins,[50]
64,a,helpo,[55]
64,a,kalaruoa,"[58, 65]"
64,a,kala,[60]
64,a,an,"[61, 99]"
64,a,lohi,[66]
64,a,lohicury,[67]
64,a,peru,[68]
64,a,siika,[73]
64,a,halloum,[75]
64,a,seura,"[78, 79, 80, 112]"
64,a,ja,[83]
64,a,kaksplus,[104]
64,a,suome,[113]
64,span,intialain,[1]
64,span,lohicury,[2]
64,span,tuore,[9]
64,span,inkiväär,[10]
64,span,tomaat,[30]
64,span,chili,[36]
64,span,ja,[40]
64,h1,intialain,[0]
64,h1,lohicury,[1]
64,div,helpo,[2]
64,h3,cury,[3]
64,h3,muka,[5]
64,h3,maku,[6]
64,h3,ja,"[13, 29, 36]"
64,h3,karamellisoidu,[26]
64,h3,omen,[27]
64,h3,sinihomejuusto,[30]
64,h3,broiler,[33]
64,h3,kookos,[34]
64,p,tuore,"[1, 63, 69]"
64,p,chili,[2]
64,p,ja,"[15, 17, 22, 33, 47, 53, 65]"
64,p,inkiväär,[35]
64,p,maust,[36]
64,p,öljy,[38]
64,p,tomaat,[46]
64,p,an,[54]
65,a,test,[9]
65,a,muka,[10]
65,a,maku,"[11, 23]"
65,a,juhl,[16]
65,a,joulu,[20]
65,a,juoma,[21]
65,a,maailm,"[24, 112, 114]"
65,a,leivon,[34]
65,a,ruoka,"[36, 53, 55, 103]"
65,a,gluteenito,[47]
65,a,kalaruoa,"[49, 57]"
65,a,kala,"[51, 56]"
65,a,aasialain,[52]
65,a,intialain,[54]
65,a,metsästys,[58]
65,a,ja,"[59, 77]"
65,a,kalastus,[60]
65,a,peru,[62]
65,a,siika,[67]
65,a,halloum,[69]
65,a,seura,"[72, 73, 74, 106]"
65,a,an,[93]
65,a,kaksplus,[98]
65,a,suome,[107]
65,span,intialain,[1]
65,span,garam,[5]
65,span,masal,[6]
65,span,ja,[17]
65,h1,intialain,[0]
65,h1,siika,[1]
65,strong,intialain,[0]
65,strong,siika,[1]
65,p,maku,[1]
65,p,garam,[2]
65,p,masal,[3]
65,p,intialais,[8]
65,p,ja,"[11, 15, 24, 31]"
65,p,kala,"[17, 22]"
65,p,jogurt,[30]
65,p,leivä,[34]
65,h3,muka,[0]
65,h3,maku,[1]
65,h3,ja,"[8, 24, 31]"
65,h3,karamellisoidu,[21]
65,h3,omen,[22]
65,h3,sinihomejuusto,[25]
65,h3,broiler,[28]
65,h3,kookos,[29]
66,a,test,[9]
66,a,muka,[10]
66,a,maku,"[11, 23]"
66,a,juhl,[16]
66,a,joulu,[20]
66,a,juoma,[21]
66,a,maailm,"[24, 115, 117]"
66,a,leivon,[34]
66,a,ruoka,"[36, 61, 106]"
66,a,grillatu,[41]
66,a,inkiväärilammas,[42]
66,a,karits,[43]
66,a,ja,"[45, 80]"
66,a,grillaus,"[49, 54]"
66,a,grilliruoa,[55]
66,a,an,"[58, 96]"
66,a,grilliruok,[59]
66,a,intialain,[60]
66,a,intialais,[62]
66,a,lammasvart,[63]
66,a,vart,[64]
66,a,peru,[65]
66,a,siika,[70]
66,a,halloum,[72]
66,a,seura,"[75, 76, 77, 109]"
66,a,kaksplus,[101]
66,a,suome,[110]
66,span,intialais,[1]
66,span,lammasvart,[2]
66,span,jogurt,[7]
66,span,öljy,[9]
66,span,ja,[20]
66,h1,intialais,[0]
66,h1,lammasvart,[1]
66,p,kukkakaal,[1]
66,p,ja,"[2, 15, 47]"
66,p,öljy,[13]
66,p,jogurt,[17]
66,p,an,[21]
66,p,karits,[35]
66,p,vart,[42]
66,p,grillatu,[48]
66,p,ruoka,[52]
66,h3,muka,[2]
66,h3,maku,[3]
66,h3,ja,"[10, 26, 33]"
66,h3,karamellisoidu,[23]
66,h3,omen,[24]
66,h3,sinihomejuusto,[27]
66,h3,broiler,[30]
66,h3,kookos,[31]
67,a,test,[9]
67,a,muka,[10]
67,a,maku,"[11, 23]"
67,a,juhl,[16]
67,a,joulu,"[20, 52, 60]"
67,a,juoma,[21]
67,a,maailm,"[24, 115, 117]"
67,a,leivon,[34]
67,a,ruoka,"[36, 106]"
67,a,gluteenito,[41]
67,a,piirak,[55]
67,a,suolais,[56]
67,a,siene,"[58, 62]"
67,a,an,"[59, 96]"
67,a,peru,[65]
67,a,siika,[70]
67,a,halloum,[72]
67,a,seura,"[75, 76, 77, 109]"
67,a,ja,[80]
67,a,kaksplus,[101]
67,a,suome,[110]
67,span,itämain,[1]
67,span,leivinjauh,[18]
67,span,herkkusien,[34]
67,span,tuore,[48]
67,span,pinaat,[49]
67,span,ja,[52]
67,h1,itämain,[0]
67,h3,muka,[3]
67,h3,maku,[4]
67,h3,ja,"[11, 27, 34]"
67,h3,karamellisoidu,[24]
67,h3,omen,[25]
67,h3,sinihomejuusto,[28]
67,h3,broiler,[31]
67,h3,kookos,[32]
67,p,seura,[0]
67,p,ja,"[21, 28, 57, 63, 74, 82, 89, 110, 116, 140]"
67,p,leivinjauh,[22]
67,p,an,"[44, 126]"
67,p,riisi,"[50, 107]"
67,p,muka,[53]
67,p,siene,[69]
67,p,öljy,[70]
67,p,pinaat,"[85, 111]"
67,p,piirak,"[120, 134]"
68,a,test,[9]
68,a,muka,[10]
68,a,maku,"[11, 23]"
68,a,juhl,[16]
68,a,joulu,[20]
68,a,juoma,[21]
68,a,maailm,"[24, 124, 126]"
68,a,leivon,[34]
68,a,ruoka,"[36, 44, 65, 115]"
68,a,lehtikaal,[41]
68,a,keito,[50]
68,a,salaat,"[52, 61, 72]"
68,a,helpo,[58]
68,a,an,"[66, 105]"
68,a,peru,[74]
68,a,siika,[79]
68,a,halloum,[81]
68,a,seura,"[84, 85, 86, 118]"
68,a,ja,[89]
68,a,kaksplus,[110]
68,a,suome,[119]
68,span,itämain,[1]
68,span,inkiväär,[6]
68,span,limet,[27]
68,span,muka,[34]
68,span,lehtikaal,[36]
68,span,katkarapu,[51]
68,span,ja,[56]
68,span,kira,[62]
68,h1,itämain,[0]
68,div,helpo,[2]
68,h3,salaat,[1]
68,h3,muka,[5]
68,h3,maku,[6]
68,h3,ja,"[13, 29, 36]"
68,h3,karamellisoidu,[26]
68,h3,omen,[27]
68,h3,sinihomejuusto,[30]
68,h3,broiler,[33]
68,h3,kookos,[34]
68,p,kira,[1]
68,p,salaat,[4]
68,p,maku,"[9, 32]"
68,p,limet,[11]
68,p,ja,"[13, 16, 23, 62, 73, 84]"
68,p,inkiväär,[22]
68,p,lehtikaal,"[38, 47, 101]"
68,p,tofu,[106]
68,p,paistetu,[109]
68,p,kana,[110]
69,a,test,[9]
69,a,muka,[10]
69,a,maku,"[11, 23]"
69,a,juhl,[16]
69,a,joulu,[20]
69,a,juoma,[21]
69,a,maailm,"[24, 108, 110]"
69,a,leivon,[34]
69,a,ruoka,"[36, 99]"
69,a,piirak,"[46, 52, 56]"
69,a,suolais,"[47, 53, 55]"
69,a,leivonnais,"[48, 54]"
69,a,hapankaal,[50]
69,a,jauhelih,[51]
69,a,peru,[58]
69,a,siika,[63]
69,a,halloum,[65]
69,a,seura,"[68, 69, 70, 102]"
69,a,ja,[73]
69,a,an,[89]
69,a,kaksplus,[94]
69,a,suome,[103]
69,span,jauhelih,"[1, 20]"
69,span,leivinjauh,[8]
69,span,hapankaal,[25]
69,h1,jauhelih,[0]
69,h3,jauhelih,[4]
69,h3,muka,[6]
69,h3,maku,[7]
69,h3,ja,"[14, 30, 37]"
69,h3,karamellisoidu,[27]
69,h3,omen,[28]
69,h3,sinihomejuusto,[31]
69,h3,broiler,[34]
69,h3,kookos,[35]
69,li,leivinjauh,[4]
69,li,ja,"[5, 25, 31, 38, 50, 70]"
69,li,jauhelih,"[37, 47, 95]"
69,li,hapankaal,[46]
69,li,an,[94]
69,p,jauhelih,[1]
69,p,salaat,[5]
70,a,test,[9]
70,a,muka,[10]
70,a,maku,"[11, 23]"
70,a,juhl,[16]
70,a,joulu,[20]
70,a,juoma,[21]
70,a,maailm,"[24, 112, 114]"
70,a,leivon,"[34, 57]"
70,a,ruoka,"[36, 103]"
70,a,piirak,"[50, 58]"
70,a,suolais,"[51, 60]"
70,a,leivonnais,"[52, 61]"
70,a,kurpits,[56]
70,a,puoluk,[59]
70,a,peru,[62]
70,a,siika,[67]
70,a,halloum,[69]
70,a,seura,"[72, 73, 74, 106]"
70,a,ja,[77]
70,a,an,[93]
70,a,kaksplus,[98]
70,a,suome,[107]
70,span,kaali,[1]
70,span,ja,"[3, 54]"
70,span,kurpits,[25]
70,span,cury,[31]
70,span,kananmu,[45]
70,h1,kaali,[0]
70,h1,ja,[2]
70,h3,kaali,[0]
70,h3,muka,[5]
70,h3,maku,[6]
70,h3,ja,"[13, 29, 36]"
70,h3,karamellisoidu,[26]
70,h3,omen,[27]
70,h3,sinihomejuusto,[30]
70,h3,broiler,[33]
70,h3,kookos,[34]
70,strong,kaali,[0]
70,p,kerm,[3]
70,p,ja,"[14, 31, 45, 56, 82, 91, 101]"
70,p,kaali,[53]
70,p,kurpits,[59]
70,p,öljy,[64]
70,p,maust,[77]
70,p,piirak,"[106, 118]"
71,a,test,[9]
71,a,muka,[10]
71,a,maku,"[11, 23]"
71,a,juhl,[16]
71,a,joulu,"[20, 45, 57]"
71,a,juoma,[21]
71,a,maailm,"[24, 113, 115]"
71,a,leivon,[34]
71,a,ruoka,"[36, 104]"
71,a,helpo,[43]
71,a,gluteenito,[48]
71,a,kala,"[51, 55]"
71,a,ja,"[53, 78]"
71,a,carpacio,[56]
71,a,jouluruoa,[58]
71,a,kalaruoa,[59]
71,a,kotilääkär,[60]
71,a,lohi,[61]
71,a,peru,[63]
71,a,siika,[68]
71,a,halloum,[70]
71,a,seura,"[73, 74, 75, 107]"
71,a,an,[94]
71,a,kaksplus,[99]
71,a,suome,[108]
71,span,kala,[2]
71,span,tuore,"[6, 11, 24]"
71,span,siika,[12]
71,span,limet,[18]
71,span,ja,[30]
71,h1,kala,[1]
71,h1,carpacio,[2]
71,div,helpo,[2]
71,p,ja,"[4, 33, 39, 45]"
71,p,tuore,[6]
71,p,kala,"[7, 10]"
71,p,limet,[31]
71,h3,muka,[0]
71,h3,maku,[1]
71,h3,ja,"[8, 24, 31]"
71,h3,karamellisoidu,[21]
71,h3,omen,[22]
71,h3,sinihomejuusto,[25]
71,h3,broiler,[28]
71,h3,kookos,[29]
72,a,test,[9]
72,a,muka,[10]
72,a,maku,"[11, 23]"
72,a,juhl,[16]
72,a,joulu,[20]
72,a,juoma,[21]
72,a,maailm,"[24, 114, 116]"
72,a,leivon,[34]
72,a,ruoka,"[36, 105]"
72,a,piirak,"[47, 58, 61, 63]"
72,a,suolais,"[48, 62]"
72,a,leivonnais,[49]
72,a,kala,"[50, 52]"
72,a,parsapiirak,"[51, 57]"
72,a,pars,[56]
72,a,seura,"[59, 74, 75, 76, 108]"
72,a,suolain,[60]
72,a,peru,[64]
72,a,siika,[69]
72,a,halloum,[71]
72,a,ja,[79]
72,a,an,[95]
72,a,kaksplus,[100]
72,a,suome,[109]
72,span,kala,[1]
72,span,parsapiirak,[2]
72,span,ruis,[6]
72,span,öljy,[10]
72,span,til,[28]
72,span,ja,"[44, 49]"
72,h1,kala,[0]
72,h1,parsapiirak,[1]
72,h3,muka,[1]
72,h3,maku,[2]
72,h3,ja,"[9, 25, 32]"
72,h3,karamellisoidu,[22]
72,h3,omen,[23]
72,h3,sinihomejuusto,[26]
72,h3,broiler,[29]
72,h3,kookos,[30]
72,strong,kala,[0]
72,strong,parsapiirak,[1]
72,p,ja,"[4, 14, 30, 38, 45, 54, 60, 66, 80, 93, 107, 133]"
72,p,tarjottav,[9]
72,p,öljy,[49]
72,p,lohi,"[65, 92]"
72,p,til,"[84, 89]"
72,p,muka,[119]
72,p,piirak,"[137, 140, 155, 163]"
73,a,test,[9]
73,a,muka,[10]
73,a,maku,"[11, 23]"
73,a,juhl,[16]
73,a,joulu,[20]
73,a,juoma,[21]
73,a,maailm,"[24, 111, 113]"
73,a,leivon,[34]
73,a,ruoka,"[36, 102]"
73,a,grillaus,"[42, 56]"
73,a,kala,[52]
73,a,an,"[53, 92]"
73,a,kampasimpuk,[57]
73,a,katalonialain,[58]
73,a,keitiö,[59]
73,a,serranokinku,[60]
73,a,peru,[61]
73,a,siika,[66]
73,a,halloum,[68]
73,a,seura,"[71, 72, 73, 105]"
73,a,ja,[76]
73,a,kaksplus,[97]
73,a,suome,[106]
73,span,kampasimpuk,[14]
73,span,serranokinku,[16]
73,span,ja,[20]
73,h1,ja,[1]
73,h1,serranokinku,[2]
73,p,serranokinku,[0]
73,p,öljy,[8]
73,p,ja,"[10, 39, 46, 63]"
73,p,vart,"[49, 61]"
73,strong,kampasimpuk,[0]
73,h3,muka,[0]
73,h3,maku,[1]
73,h3,ja,"[8, 24, 31]"
73,h3,karamellisoidu,[21]
73,h3,omen,[22]
73,h3,sinihomejuusto,[25]
73,h3,broiler,[28]
73,h3,kookos,[29]
74,a,test,[9]
74,a,muka,[10]
74,a,maku,"[11, 23]"
74,a,juhl,[16]
74,a,joulu,[20]
74,a,juoma,[21]
74,a,maailm,"[24, 117, 119]"
74,a,leivon,[34]
74,a,ruoka,"[36, 108]"
74,a,inkiväär,[41]
74,a,ja,"[45, 50, 54, 82]"
74,a,broiler,"[53, 58, 61]"
74,a,an,"[60, 98]"
74,a,broilerinlih,[62]
74,a,kana,[63]
74,a,kanaruoa,[64]
74,a,kanavart,[65]
74,a,sataykastik,[66]
74,a,peru,[67]
74,a,siika,[72]
74,a,halloum,[74]
74,a,seura,"[77, 78, 79, 111]"
74,a,kaksplus,[103]
74,a,suome,[112]
74,span,kanavart,[1]
74,span,öljy,[7]
74,span,puna,[9]
74,span,tuore,[12]
74,span,inkiväär,[14]
74,span,ja,[45]
74,h1,kanavart,[0]
74,h3,sataykastik,[0]
74,h3,muka,[1]
74,h3,maku,[2]
74,h3,ja,"[9, 25, 32]"
74,h3,karamellisoidu,[22]
74,h3,omen,[23]
74,h3,sinihomejuusto,[26]
74,h3,broiler,[29]
74,h3,kookos,[30]
74,strong,kanavart,[0]
74,p,ruoka,[6]
74,p,öljy,"[14, 72]"
74,p,ja,"[16, 22, 30, 61, 69, 78, 101]"
74,p,an,[23]
74,p,vart,"[40, 44, 58]"
74,p,chili,[70]
75,a,test,[9]
75,a,muka,[10]
75,a,maku,"[11, 23]"
75,a,juhl,[16]
75,a,joulu,[20]
75,a,juoma,[21]
75,a,maailm,"[24, 113, 115]"
75,a,leivon,[34]
75,a,ruoka,"[36, 104]"
75,a,helpo,[43]
75,a,gluteenito,[46]
75,a,kasvisruoa,[54]
75,a,siene,[56]
75,a,kantarel,"[57, 58]"
75,a,seura,"[60, 73, 74, 75, 107]"
75,a,sieniruoa,[61]
75,a,peru,[63]
75,a,siika,[68]
75,a,halloum,[70]
75,a,ja,[78]
75,a,an,[94]
75,a,kaksplus,[99]
75,a,suome,[108]
75,span,kantarel,"[1, 6]"
75,span,öljy,[13]
75,span,tuore,[19]
75,span,ja,[25]
75,h1,kantarel,[0]
75,div,helpo,[2]
75,p,ja,"[1, 7, 11, 15, 28, 36, 45, 62, 84, 100]"
75,p,öljy,[19]
75,p,siene,[24]
75,p,ruoka,"[58, 75]"
75,p,tuore,[64]
75,p,broiler,[79]
75,h3,muka,[0]
75,h3,maku,[1]
75,h3,ja,"[8, 24, 31]"
75,h3,karamellisoidu,[21]
75,h3,omen,[22]
75,h3,sinihomejuusto,[25]
75,h3,broiler,[28]
75,h3,kookos,[29]
76,a,test,[9]
76,a,muka,[10]
76,a,maku,"[11, 23]"
76,a,juhl,[16]
76,a,joulu,"[20, 53, 59, 69]"
76,a,juoma,[21]
76,a,maailm,"[24, 126, 128]"
76,a,leivon,[34]
76,a,ruoka,"[36, 117]"
76,a,läm,[41]
76,a,brie,[42]
76,a,helpo,[50]
76,a,seura,"[56, 74, 86, 87, 88, 120]"
76,a,sinihomejuusto,"[57, 75]"
76,a,gluteenito,[60]
76,a,ja,"[66, 91]"
76,a,jälkiruok,[68]
76,a,jouluruok,[70]
76,a,juusto,[71]
76,a,karamellisoidu,[72]
76,a,omen,[73]
76,a,peru,[76]
76,a,siika,[81]
76,a,halloum,[83]
76,a,an,[107]
76,a,kaksplus,[112]
76,a,suome,[121]
76,span,karamellisoidu,[1]
76,span,omen,"[2, 9]"
76,span,ja,"[4, 21]"
76,span,sinihomejuusto,"[5, 15]"
76,h1,karamellisoidu,[0]
76,h1,sinihomejuusto,[4]
76,div,helpo,[2]
76,div,ja,"[4, 8]"
76,div,paistetu,[6]
76,div,omen,[7]
76,div,sinihomejuusto,[9]
76,p,ja,"[14, 17, 24, 41]"
76,p,an,[18]
76,p,omen,[23]
76,p,ruoka,"[50, 52]"
76,h3,muka,[2]
76,h3,maku,[3]
76,h3,ja,"[10, 26, 33]"
76,h3,karamellisoidu,[23]
76,h3,omen,[24]
76,h3,sinihomejuusto,[27]
76,h3,broiler,[30]
76,h3,kookos,[31]
77,a,test,[9]
77,a,muka,[10]
77,a,maku,"[11, 23]"
77,a,juhl,[16]
77,a,joulu,[20]
77,a,juoma,[21]
77,a,maailm,"[24, 108, 110]"
77,a,leivon,[34]
77,a,ruoka,"[36, 57, 99]"
77,a,liharuoa,"[48, 55]"
77,a,lammas,[50]
77,a,an,"[52, 89]"
77,a,marokkolain,[56]
77,a,peru,[58]
77,a,siika,[63]
77,a,halloum,[65]
77,a,seura,"[68, 69, 70, 102]"
77,a,ja,[73]
77,a,kaksplus,[94]
77,a,suome,[103]
77,span,maroko,[3]
77,span,öljy,[9]
77,span,tuore,[31]
77,span,ja,[37]
77,h1,maroko,[2]
77,p,ruoka,"[3, 63, 94, 148]"
77,p,öljy,"[23, 34]"
77,p,ja,"[30, 36, 52, 60, 70, 91, 114, 145, 168]"
77,p,maust,[41]
77,p,an,"[81, 135]"
77,p,tuore,"[121, 175]"
77,p,bulgur,"[127, 181]"
77,h3,muka,[0]
77,h3,maku,[1]
77,h3,ja,"[8, 24, 31]"
77,h3,karamellisoidu,[21]
77,h3,omen,[22]
77,h3,sinihomejuusto,[25]
77,h3,broiler,[28]
77,h3,kookos,[29]
78,a,test,[9]
78,a,muka,[10]
78,a,maku,"[11, 23]"
78,a,juhl,[16]
78,a,joulu,[20]
78,a,juoma,[21]
78,a,maailm,"[24, 112, 114]"
78,a,leivon,[34]
78,a,ruoka,"[36, 54, 103]"
78,a,piirak,"[48, 61]"
78,a,suolais,"[49, 60]"
78,a,leivonnais,[50]
78,a,kasvispiir,[55]
78,a,kotilääkär,[56]
78,a,piira,[59]
78,a,peru,[62]
78,a,siika,[67]
78,a,halloum,[69]
78,a,seura,"[72, 73, 74, 106]"
78,a,ja,[77]
78,a,an,[93]
78,a,kaksplus,[98]
78,a,suome,[107]
78,span,kasvispiir,[1]
78,span,tum,[5]
78,span,hern,[27]
78,span,pinaat,[30]
78,span,garam,[33]
78,span,masal,[34]
78,span,öljy,[43]
78,span,ja,[46]
78,h1,kasvispiir,[0]
78,h1,samos,[1]
78,h3,muka,[3]
78,h3,maku,[4]
78,h3,ja,"[11, 27, 34]"
78,h3,karamellisoidu,[24]
78,h3,omen,[25]
78,h3,sinihomejuusto,[28]
78,h3,broiler,[31]
78,h3,kookos,[32]
78,p,maust,[3]
78,p,ja,[5]
78,p,garam,[6]
78,p,masal,[7]
78,li,ja,"[2, 6, 12, 18, 24, 29, 34, 42, 52, 63, 69]"
78,li,perun,[22]
78,li,öljy,"[36, 68]"
78,li,hern,[39]
78,li,peru,[46]
79,a,test,[9]
79,a,muka,[10]
79,a,maku,"[11, 23]"
79,a,juhl,[16]
79,a,joulu,[20]
79,a,juoma,[21]
79,a,maailm,"[24, 109, 111]"
79,a,leivon,[34]
79,a,ruoka,"[36, 100]"
79,a,salaat,[41]
79,a,helpo,[43]
79,a,piirak,[46]
79,a,suolais,"[47, 57]"
79,a,leivonnais,[48]
79,a,kala,[50]
79,a,katkarapu,[51]
79,a,piira,"[52, 58]"
79,a,säilykepars,[53]
79,a,seura,"[54, 69, 70, 71, 103]"
79,a,peru,[59]
79,a,siika,[64]
79,a,halloum,[66]
79,a,ja,[74]
79,a,an,[90]
79,a,kaksplus,[95]
79,a,suome,[104]
79,span,katkarapu,"[1, 8, 19]"
79,span,ruis,[5]
79,span,säilykepars,[12]
79,span,til,[15]
79,h1,katkarapu,[0]
79,div,helpo,[1]
79,h3,muka,[2]
79,h3,maku,[3]
79,h3,ja,"[10, 26, 33]"
79,h3,karamellisoidu,[23]
79,h3,omen,[24]
79,h3,sinihomejuusto,[27]
79,h3,broiler,[30]
79,h3,kookos,[31]
79,strong,katkarapu,[0]
79,p,ja,"[2, 7, 19, 26, 32, 40, 54, 77]"
79,p,an,[4]
79,p,pars,"[28, 31]"
79,p,til,[34]
79,p,muka,[52]
79,p,piira,[62]
80,a,test,[9]
80,a,muka,[10]
80,a,maku,"[11, 23]"
80,a,juhl,[16]
80,a,joulu,[20]
80,a,juoma,[21]
80,a,maailm,"[24, 117, 119]"
80,a,leivon,[34]
80,a,ruoka,"[36, 108]"
80,a,korvasie,"[41, 62]"
80,a,lisäkeruoa,[56]
80,a,kasvisruoa,[61]
80,a,pars,[63]
80,a,seura,"[64, 77, 78, 79, 111]"
80,a,peru,[67]
80,a,siika,[72]
80,a,halloum,[74]
80,a,ja,[82]
80,a,an,[98]
80,a,kaksplus,[103]
80,a,suome,[112]
80,span,pars,"[2, 10]"
80,span,ja,"[3, 34]"
80,span,kerm,[23]
80,h1,pars,[1]
80,h1,ja,[2]
80,h3,muka,[1]
80,h3,maku,[2]
80,h3,ja,"[9, 25, 32]"
80,h3,karamellisoidu,[22]
80,h3,omen,[23]
80,h3,sinihomejuusto,[26]
80,h3,broiler,[29]
80,h3,kookos,[30]
80,strong,pars,[1]
80,p,ja,"[7, 21, 28, 32, 41, 47, 55, 60, 74, 82]"
80,p,siene,"[20, 26, 46]"
80,p,kerm,[61]
81,a,test,[9]
81,a,muka,[10]
81,a,maku,"[11, 23, 57]"
81,a,juhl,[16]
81,a,joulu,[20]
81,a,juoma,[21]
81,a,maailm,"[24, 58, 111, 113]"
81,a,leivon,[34]
81,a,ruoka,"[36, 55, 102]"
81,a,helpo,[43]
81,a,gluteenito,[47]
81,a,liharuoa,"[50, 56]"
81,a,aasialain,[54]
81,a,voki,[60]
81,a,peru,[61]
81,a,siika,[66]
81,a,halloum,[68]
81,a,seura,"[71, 72, 73, 105]"
81,a,ja,[76]
81,a,an,[92]
81,a,kaksplus,[97]
81,a,suome,[106]
81,span,kiinalain,[1]
81,span,tuore,[18]
81,span,inkiväär,[19]
81,span,parsakaal,[21]
81,span,ja,[40]
81,h1,kiinalain,[0]
81,div,helpo,[1]
81,p,ja,"[1, 21, 31, 36, 43, 53, 56, 67, 72, 87, 91]"
81,p,muka,[12]
81,p,öljy,[20]
81,p,paprik,"[35, 66]"
81,p,inkiväär,"[37, 68]"
81,p,parsakaal,"[40, 51, 86]"
81,p,tuore,[98]
81,h3,muka,[0]
81,h3,maku,[1]
81,h3,ja,"[8, 24, 31]"
81,h3,karamellisoidu,[21]
81,h3,omen,[22]
81,h3,sinihomejuusto,[25]
81,h3,broiler,[28]
81,h3,kookos,[29]
82,a,test,[9]
82,a,muka,[10]
82,a,maku,"[11, 23]"
82,a,juhl,[16]
82,a,joulu,[20]
82,a,juoma,[21]
82,a,maailm,"[24, 112, 114]"
82,a,leivon,[34]
82,a,ruoka,"[36, 103]"
82,a,salaat,[41]
82,a,piirak,[48]
82,a,suolais,"[49, 60]"
82,a,leivonnais,[50]
82,a,juusto,[53]
82,a,kinku,[54]
82,a,piira,"[56, 61]"
82,a,seura,"[57, 72, 73, 74, 106]"
82,a,peru,[62]
82,a,siika,[67]
82,a,halloum,[69]
82,a,ja,[77]
82,a,an,[93]
82,a,kaksplus,[98]
82,a,suome,[107]
82,span,kinku,[1]
82,span,juusto,[23]
82,span,tuore,[30]
82,h1,kinku,[0]
82,h3,muka,[2]
82,h3,maku,[3]
82,h3,ja,"[10, 26, 33]"
82,h3,karamellisoidu,[23]
82,h3,omen,[24]
82,h3,sinihomejuusto,[27]
82,h3,broiler,[30]
82,h3,kookos,[31]
82,p,juusto,"[2, 48]"
82,p,ja,"[3, 9, 21, 28, 43, 49, 54, 63, 98]"
82,p,an,[22]
82,p,kinku,[47]
82,p,muka,[67]
82,p,piira,[78]
83,a,test,[9]
83,a,muka,[10]
83,a,maku,"[11, 23]"
83,a,juhl,[16]
83,a,joulu,[20]
83,a,juoma,[21]
83,a,maailm,"[24, 110, 112]"
83,a,leivon,[34]
83,a,ruoka,"[36, 101]"
83,a,helpo,[43]
83,a,gluteenito,[48]
83,a,kananmu,[54]
83,a,arkiruoa,[55]
83,a,kinku,[56]
83,a,munak,[57]
83,a,peru,"[58, 60]"
83,a,seura,"[59, 70, 71, 72, 104]"
83,a,siika,[65]
83,a,halloum,[67]
83,a,ja,[75]
83,a,an,[91]
83,a,kaksplus,[96]
83,a,suome,[105]
83,span,kinku,[1]
83,span,öljy,[3]
83,span,peru,[9]
83,span,ja,[20]
83,h1,kinku,[0]
83,div,helpo,[2]
83,p,öljy,[1]
83,p,kinku,[4]
83,p,ja,"[7, 15, 24]"
83,p,peru,[13]
83,p,maust,[25]
83,h3,muka,[0]
83,h3,maku,[1]
83,h3,ja,"[8, 24, 31]"
83,h3,karamellisoidu,[21]
83,h3,omen,[22]
83,h3,sinihomejuusto,[25]
83,h3,broiler,[28]
83,h3,kookos,[29]
84,a,test,[9]
84,a,muka,[10]
84,a,maku,"[11, 23]"
84,a,juhl,[16]
84,a,joulu,[20]
84,a,juoma,[21]
84,a,maailm,"[24, 110, 112]"
84,a,leivon,[34]
84,a,ruoka,"[36, 55, 101]"
84,a,intialais,[42]
84,a,lammas,[51]
84,a,an,"[53, 91]"
84,a,intialain,[54]
84,a,lammaspyöryk,[56]
